OPEID,INSTNM,CITY,STATE,TOTAL FWS SUPPLEMENTAL INCREASE
304200,DENISON UNIVERSITY,GRANVILLE,OH,"8,687.00"
727500,"EASTERN GATEWAY COMMUNITYCOLLEGE",STEUBENVILLE,OH,"6,108.00"
2190700,FORTIS COLLEGE,CENTERVILLE,OH,"3,665.00"
303600,"FRANCISCAN UNIVERSITY OFSTEUBENVILLE",STEUBENVILLE,OH,"5,915.00"
304600,FRANKLIN UNIVERSITY,COLUMBUS,OH,"10,950.00"
304800,HEIDELBERG UNIVERSITY,TIFFIN,OH,"4,242.00"
304900,HIRAM COLLEGE,HIRAM,OH,"2,978.00"
305000,JOHN CARROLL UNIVERSITY,"UNIVERSITYHEIGHTS",OH,"15,659.00"
305100,KENT STATE UNIVERSITY,KENT,OH,"54,013.00"
306600,LAKE ERIE COLLEGE,PAINESVILLE,OH,"3,277.00"
307700,MIAMI UNIVERSITY,OXFORD,OH,"24,101.00"
308600,OBERLIN COLLEGE,OBERLIN,OH,"10,927.00"
303000,OHIO CHRISTIAN UNIVERSITY,CIRCLEVILLE,OH,"9,475.00"
308900,OHIO NORTHERN UNIVERSITY,ADA,OH,"17,332.00"
309000,OHIO STATE UNIVERSITY,COLUMBUS,OH,"110,631.00"
310000,OHIO UNIVERSITY,ATHENS,OH,"56,313.00"
310900,OHIO WESLEYAN UNIVERSITY,DELAWARE,OH,"7,507.00"
1001700,PAYNE THEOLOGICAL SEMINARY,WILBERFORCE,OH,825
312100,TIFFIN UNIVERSITY,TIFFIN,OH,"8,508.00"
1092300,UNION INSTITUTE & UNIVERSITY,CINCINNATI,OH,"4,498.00"
312300,UNIVERSITY OF AKRON (THE),AKRON,OH,"32,932.00"
312500,UNIVERSITY OF CINCINNATI,CINCINNATI,OH,"78,906.00"
312700,UNIVERSITY OF DAYTON,DAYTON,OH,"42,898.00"
304500,UNIVERSITY OF FINDLAY,FINDLAY,OH,"12,239.00"
308300,UNIVERSITY OF MOUNT UNION,ALLIANCE,OH,"3,197.00"
486100,"UNIVERSITY OF NORTHWESTERNOHIO",LIMA,OH,"5,157.00"
313100,UNIVERSITY OF TOLEDO,TOLEDO,OH,"44,569.00"
314300,WITTENBERG UNIVERSITY,SPRINGFIELD,OH,"7,962.00"
307800,WRIGHT STATE UNIVERSITY,DAYTON,OH,"27,160.00"
314400,XAVIER UNIVERSITY,CINCINNATI,OH,"21,593.00"
314500,YOUNGSTOWN STATE UNIVERSITY,YOUNGSTOWN,OH,"15,352.00"
314700,BACONE COLLEGE,MUSKOGEE,OK,"1,507.00"
315000,CAMERON UNIVERSITY,LAWTON,OK,"2,876.00"
315700,LANGSTON UNIVERSITY,LANGSTON,OK,"3,659.00"
694200,"MID-AMERICA CHRISTIANUNIVERSITY",OKLAHOMA CITY,OK,"4,214.00"
316100,NORTHEASTERN STATE UNIVERSITY,TAHLEQUAH,OK,"11,569.00"
316300,"NORTHWESTERN OKLAHOMA STATEUNIVERSITY -",ALVA,OK,"2,312.00"
316400,OKLAHOMA BAPTIST UNIVERSITY,SHAWNEE,OK,"4,751.00"
316500,OKLAHOMA CHRISTIAN UNIVERSITY,OKLAHOMA CITY,OK,"3,344.00"
316600,OKLAHOMA CITY UNIVERSITY,OKLAHOMA CITY,OK,"12,938.00"
317400,"OKLAHOMA PANHANDLE STATEUNIVERSITY",GOODWELL,OK,"1,229.00"
317000,OKLAHOMA STATE UNIVERSITY,STILLWATER,OK,"28,823.00"
315100,OKLAHOMA WESLEYAN UNIVERSITY,BARTLESVILLE,OK,"3,241.00"
398500,ORAL ROBERTS UNIVERSITY,TULSA,OK,"10,653.00"
317900,"SOUTHEASTERN OKLAHOMA STATEUNIVERSITY",DURANT,OK,"4,797.00"
318000,"SOUTHWESTERN CHRISTIANUNIVERSITY",BETHANY,OK,"1,391.00"
767800,"SPARTAN COLLEGE OF AERONAUTICSAND TECHNOLOGY",TULSA,OK,"2,507.00"
315200,UNIVERSITY OF CENTRAL OKLAHOMA,EDMOND,OK,"16,811.00"
318400,"UNIVERSITY OF OKLAHOMA -NORMAN CAMPUS",NORMAN,OK,"58,578.00"
318500,UNIVERSITY OF TULSA (THE),TULSA,OK,"14,510.00"
319100,CONCORDIA UNIVERSITY,PORTLAND,OR,"33,851.00"
319700,LEWIS & CLARK COLLEGE,PORTLAND,OR,"22,153.00"
321000,OREGON STATE UNIVERSITY,CORVALLIS,OR,"35,392.00"
321300,PORTLAND COMMUNITY COLLEGE,PORTLAND,OR,"13,768.00"
321600,PORTLAND STATE UNIVERSITY,PORTLAND,OR,"38,358.00"
321700,REED COLLEGE,PORTLAND,OR,"4,835.00"
322300,UNIVERSITY OF OREGON,EUGENE,OR,"30,033.00"
1230900,UNIVERSITY OF WESTERN STATES,PORTLAND,OR,"7,455.00"
323000,ALLEGHENY COLLEGE,MEADVILLE,PA,"8,959.00"
323500,ARCADIA UNIVERSITY,GLENSIDE,PA,"18,282.00"
747000,ART INSTITUTE OF PITTSBURGH (THE),PITTSBURGH,PA,"20,264.00"
323700,BRYN MAWR COLLEGE,BRYN MAWR,PA,"6,385.00"
323800,BUCKNELL UNIVERSITY,LEWISBURG,PA,"10,363.00"
331600,"CALIFORNIA UNIVERSITY OFPENNSYLVANIA",CALIFORNIA,PA,"18,833.00"
324200,CARNEGIE-MELLON UNIVERSITY,PITTSBURGH,PA,"37,697.00"
324400,CHATHAM UNIVERSITY,PITTSBURGH,PA,"14,520.00"
267000,CLARKS SUMMIT UNIVERSITY,"SOUTH ABINGTONTWP.",PA,"1,243.00"
325600,DREXEL UNIVERSITY,PHILADELPHIA,PA,"124,689.00"
325800,"DUQUESNE UNIVERSITY OF THEHOLY SPIRIT",PITTSBURGH,PA,"44,266.00"
325900,EASTERN UNIVERSITY,ST DAVIDS,PA,"10,378.00"
332100,"EDINBORO UNIVERSITY OFPENNSYLVANIA",EDINBORO,PA,"13,237.00"
326500,FRANKLIN & MARSHALL COLLEGE,LANCASTER,PA,"4,347.00"
326600,GANNON UNIVERSITY,ERIE,PA,"15,306.00"
328700,LA SALLE UNIVERSITY,PHILADELPHIA,PA,"19,732.00"
328900,LEHIGH UNIVERSITY,BETHLEHEM,PA,"17,963.00"
329300,LYCOMING COLLEGE,WILLIAMSPORT,PA,"5,292.00"
329700,MERCYHURST UNIVERSITY,ERIE,PA,"10,869.00"
332900,"PENNSYLVANIA STATE UNIVERSITY(THE)",UNIVERSITY PARK,PA,"145,793.00"
335200,"PHILADELPHIA COLLEGE OFOSTEOPATHIC MEDICINE",PHILADELPHIA,PA,"50,131.00"
335700,POINT PARK UNIVERSITY,PITTSBURGH,PA,"13,176.00"
336600,SAINT FRANCIS UNIVERSITY,LORETTO,PA,"10,922.00"
336700,SAINT JOSEPH'S UNIVERSITY,PHILADELPHIA,PA,"34,735.00"
336800,"SAINT VINCENT COLLEGE &SEMINARY",LATROBE,PA,"1,956.00"
331100,SALUS UNIVERSITY,ELKINS PARK,PA,"17,378.00"
336200,SETON HILL UNIVERSITY,GREENSBURG,PA,"4,847.00"
332700,SLIPPERY ROCK UNIVERSITY,SLIPPERY ROCK,PA,"11,619.00"
337000,SWARTHMORE COLLEGE,SWARTHMORE,PA,"5,429.00"
337100,TEMPLE UNIVERSITY,PHILADELPHIA,PA,"107,841.00"
337800,UNIVERSITY OF PENNSYLVANIA,PHILADELPHIA,PA,"108,721.00"
337900,"UNIVERSITY OF PITTSBURGH -PITTSBURGH",PITTSBURGH,PA,"87,110.00"
338400,UNIVERSITY OF SCRANTON,SCRANTON,PA,"22,184.00"
335000,UNIVERSITY OF THE ARTS (THE),PHILADELPHIA,PA,"9,009.00"
338800,VILLANOVA UNIVERSITY,VILLANOVA,PA,"36,130.00"
338900,"WASHINGTON AND JEFFERSONCOLLEGE",WASHINGTON,PA,"6,704.00"
339200,WESTMINSTER COLLEGE,"NEWWILMINGTON",PA,"5,108.00"
331300,WIDENER UNIVERSITY,CHESTER,PA,"34,083.00"
339400,WILKES UNIVERSITY,WILKES-BARRE,PA,"14,118.00"
2303800,American Educational College,Bayamon,PR,"22,043.00"
1194100,American University of Puerto Rico,Bayamon,PR,"35,109.00"
2234900,Antilles College of Health,Santurce,PR,"11,741.00"
3544300,Atenas College,Manati,PR,"27,495.00"
2505400,Atlantic University College,Guaynabo,PR,"33,782.00"
2297700,Automeca Technical College,Bayamon,PR,"45,751.00"
3758300,Bayamon Community College,Bayamon,PR,"5,416.00"
3785300,Cambridge Technical Institute,San Juan,PR,"3,031.00"
1252500,Caribbean University,Bayamon,PR,"102,937.00"
1072400,Carlos Albizu University,San Juan,PR,"101,460.00"
2189100,CEM College,San Juan,PR,"52,794.00"
3735400,"Charlie's Guard, Detective Bureau,and Academy",Aguadilla,PR,"1,743.00"
3452300,"Colegio Educativo TecnologicoIndustrial",Arecibo,PR,"3,939.00"
1056700,Colegio Universitario de San Juan,San Juan,PR,"24,201.00"
2241900,"Commonwealth of Puerto RicoDepartment of Education",Hato Rey,PR,"36,508.00"
1081900,"Conservatorio De Musica De PuertoRico",San Juan,PR,"6,440.00"
3112100,Dewey University,Hato Rey,PR,"79,949.00"
3070500,D'Mart Institute,Barranquitas,PR,"11,969.00"
3021900,EDIC  College,Caguas,PR,"43,403.00"
2165100,EDP University of Puerto Rico,Hato Rey,PR,"68,057.00"
2570400,"Educational Technical College(EDUTEC)",Bayamon,PR,"16,399.00"
2189300,Emma's Beauty Academy,Mayaguez,PR,"7,007.00"
2569400,"Escuela de Artes Plasticas y Disenode Puerto Rico",San Juan,PR,"6,590.00"
2260800,Huertas College,Caguas,PR,"31,813.00"
2340600,Humacao Community College,Humacao,PR,"11,892.00"
3781400,Industrial Technical College,Humacao,PR,"5,872.00"
2504500,Institucion Chaviano de Mayaguez,Mayaguez,PR,"1,174.00"
2343600,Institute of Beauty Careers,Arecibo,PR,"12,043.00"
3800400,"Institute of Beauty Occupations andTechnology Course",Moca,PR,"3,371.00"
1194000,"Instituto Comercial de Puerto RicoJunior College",San Juan,PR,"66,201.00"
2166400,Instituto de Banca y Comercio,Hato Rey,PR,"232,535.00"
4117200,Instituto Educativo Premier,Ponce,PR,"10,263.00"
393900,"Inter American University of PuertoRico - Aguadilla Campus",Aguadilla,PR,"96,801.00"
502600,"Inter American University of PuertoRico - Arecibo Campus",Arecibo,PR,"99,187.00"
502700,"Inter American University of PuertoRico - Barranquitas Campus",Barranquitas,PR,"45,598.00"
502800,"Inter American University of PuertoRico - Bayamon Campus",Bayamon,PR,"89,000.00"
2282800,"Inter American University of PuertoRico - Fajardo Campus",Fajardo,PR,"49,651.00"
2282700,"Inter American University of PuertoRico - Guayama Campus",Guayama,PR,"44,538.00"
394000,"Inter American University of PuertoRico - Metropolitan Campus",San Juan,PR,"219,318.00"
502900,"Inter American University of PuertoRico - Ponce Campus",Ponce,PR,"117,102.00"
4251000,"Inter American University of PuertoRico - School of Optometry",Bayamon,PR,"31,920.00"
4254200,"Inter American University of PuertoRico San German Campus",San German,PR,"105,210.00"
2562500,International Technical College,Hato Rey,PR,"1,895.00"
4131600,Liberty Technical College,Cayey,PR,"5,340.00"
2195800,Liceo De Arte y Tecnologia,San Juan,PR,"22,307.00"
3025500,Mech Tech College,Caguas,PR,"73,776.00"
3965400,MyrAngel Beauty Institute,San Lorenzo,PR,"6,629.00"
2260600,National University College,Bayamon,PR,"265,939.00"
3124200,Nova College of Puerto Rico,Bayamon,PR,"7,575.00"
2534900,Ponce Paramedical College (POPAC),Ponce,PR,"40,258.00"
393600,"Pontifical Catholic University ofPuerto Rico (The)",Ponce,PR,"323,050.00"
3115900,Trinity College of Puerto Rico,Ponce,PR,"6,514.00"
3029700,"Universal Technology College  ofPuerto Rico",Aguadilla,PR,"22,761.00"
501900,"Universidad Adventista De LasAntillas",Mayaguez,PR,"30,526.00"
502200,Universidad Central de Bayamon,Bayamon,PR,"48,022.00"
2163300,Universidad Central del Caribe,Bayamon,PR,"51,620.00"
394100,Universidad del Este,Carolina,PR,"315,249.00"
393700,"UNIVERSIDAD DEL SAGRADOCORAZÓN",San Juan,PR,"99,674.00"
1171900,Universidad Del Turabo,Gurabo,PR,"455,902.00"
2587500,Universidad Metropolitana,Cupey,PR,"366,678.00"
3531300,Universidad Pentecostal Mizpa,Rio Piedras,PR,"4,659.00"
2100000,"Universidad Politecnica de PuertoRico",San Juan,PR,"90,175.00"
722800,University of Puerto Rico - Arecibo,Arecibo,PR,"49,651.00"
720600,"University of Puerto Rico - CayeyUniversity College",Cayey,PR,"41,585.00"
394300,"University of Puerto Rico - HumacaoUniversity College",Humacao,PR,"41,887.00"
394400,University of Puerto Rico - Mayaguez,Mayaguez,PR,"186,672.00"
2460000,"University of Puerto Rico - MedicalScience Campus",San Juan,PR,"90,553.00"
710800,"University of Puerto Rico - RioPiedras Campus",Rio Piedras,PR,"202,617.00"
1097500,"University of Puerto Rico BayamonTechnical University College",Bayamon,PR,"53,779.00"
3016000,"University of Puerto Rico CarolinaRegional College",Carolina,PR,"45,561.00"
1212300,"University of Puerto Rico, AguadillaRegional College",Aguadilla,PR,"38,820.00"
965200,"University of Puerto Rico, Ponce",Ponce,PR,"44,462.00"
340100,BROWN UNIVERSITY,PROVIDENCE,RI,"34,845.00"
340200,BRYANT UNIVERSITY,SMITHFIELD,RI,"13,666.00"
340400,JOHNSON & WALES UNIVERSITY,PROVIDENCE,RI,"49,341.00"
340900,RHODE ISLAND SCHOOL OF DESIGN,PROVIDENCE,RI,"9,289.00"
341700,ALLEN UNIVERSITY,COLUMBIA,SC,"1,460.00"
341800,ANDERSON UNIVERSITY,ANDERSON,SC,"6,976.00"
342000,BENEDICT COLLEGE,COLUMBIA,SC,"6,426.00"
342100,BOB JONES UNIVERSITY,GREENVILLE,SC,"2,521.00"
341900,CHARLESTON SOUTHERN UNIVERSITY,CHARLESTON,SC,"4,606.00"
342300,"CITADEL, THE MILITARY COLLEGE OFSOUTH CAROLINA",CHARLESTON,SC,"3,275.00"
342400,CLAFLIN UNIVERSITY,ORANGEBURG,SC,"5,861.00"
342500,CLEMSON UNIVERSITY,CLEMSON,SC,"40,999.00"
345100,COASTAL CAROLINA UNIVERSITY,CONWAY,SC,"6,954.00"
342700,COKER COLLEGE,HARTSVILLE,SC,"3,307.00"
342800,COLLEGE OF CHARLESTON,CHARLESTON,SC,"4,580.00"
343000,"COLUMBIA COLLEGE OF SOUTHCAROLINA",COLUMBIA,SC,"3,181.00"
342900,"COLUMBIA INTERNATIONALUNIVERSITY",COLUMBIA,SC,"2,019.00"
343100,CONVERSE COLLEGE,SPARTANBURG,SC,"1,592.00"
536300,DENMARK TECHNICAL COLLEGE,DENMARK,SC,"1,267.00"
343200,ERSKINE COLLEGE,DUE WEST,SC,"2,801.00"
399000,"FLORENCE - DARLINGTON TECHNICALCOLLEGE",FLORENCE,SC,"8,142.00"
922600,FRANCIS MARION UNIVERSITY,FLORENCE,SC,"5,757.00"
343400,FURMAN UNIVERSITY,GREENVILLE,SC,"9,214.00"
399100,GREENVILLE TECHNICAL COLLEGE,GREENVILLE,SC,"14,278.00"
492500,"HORRY GEORGETOWN TECHNICALCOLLEGE",CONWAY,SC,"4,110.00"
343500,LANDER UNIVERSITY,GREENWOOD,SC,"3,210.00"
343600,LIMESTONE COLLEGE,GAFFNEY,SC,"6,208.00"
399300,"MIDLANDS TECHNICAL COLLEGE -AIRPORT CAMPUS",WEST COLUMBIA,SC,"13,641.00"
343900,MORRIS COLLEGE,SUMTER,SC,"1,884.00"
344000,NEWBERRY COLLEGE,NEWBERRY,SC,"3,179.00"
344100,NORTH GREENVILLE UNIVERSITY,TIGERVILLE,SC,"3,434.00"
681500,"ORANGEBURG CALHOUN TECHNICALCOLLEGE",ORANGEBURG,SC,"3,297.00"
399200,PIEDMONT TECHNICAL COLLEGE,GREENWOOD,SC,"6,792.00"
344500,PRESBYTERIAN COLLEGE,CLINTON,SC,"9,251.00"
344600,SOUTH CAROLINA STATE UNIVERSITY,ORANGEBURG,SC,"7,146.00"
342200,SOUTHERN WESLEYAN UNIVERSITY,CENTRAL,SC,"3,925.00"
344700,SPARTANBURG METHODIST COLLEGE,SPARTANBURG,SC,"1,214.00"
991000,"TECHNICAL COLLEGE OF THELOWCOUNTRY - BEAUFORT CAMPUS",BEAUFORT,SC,"1,689.00"
492600,TRI-COUNTY TECHNICAL COLLEGE,PENDLETON,SC,"5,415.00"
492000,TRIDENT TECHNICAL COLLEGE,"NORTHCHARLESTON",SC,"11,057.00"
344900,"UNIVERSITY OF SOUTH CAROLINA -AIKEN",AIKEN,SC,"4,326.00"
345000,"UNIVERSITY OF SOUTH CAROLINA -BEAUFORT",BLUFFTON,SC,"1,450.00"
344800,"UNIVERSITY OF SOUTH CAROLINA -COLUMBIA",COLUMBIA,SC,"78,072.00"
695100,"UNIVERSITY OF SOUTH CAROLINAUPSTATE",SPARTANBURG,SC,"7,572.00"
345500,VOORHEES COLLEGE,DENMARK,SC,979
932200,WILLIAMSBURG TECHNICAL COLLEGE,KINGSTREE,SC,566
345600,WINTHROP UNIVERSITY,ROCK HILL,SC,"7,410.00"
345700,WOFFORD COLLEGE,SPARTANBURG,SC,"6,242.00"
346300,DAKOTA STATE UNIVERSITY,MADISON,SD,"2,075.00"
405700,NATIONAL AMERICAN UNIVERSITY,RAPID CITY,SD,"23,022.00"
347000,"SOUTH DAKOTA SCHOOL OF MINESAND TECHNOLOGY",RAPID CITY,SD,"2,297.00"
347100,SOUTH DAKOTA STATE UNIVERSITY,BROOKINGS,SD,"9,837.00"
347400,UNIVERSITY OF SOUTH DAKOTA,VERMILLION,SD,"13,516.00"
347800,AUSTIN PEAY STATE UNIVERSITY,CLARKSVILLE,TN,"14,938.00"
347900,BELMONT UNIVERSITY,NASHVILLE,TN,"35,073.00"
353600,BRYAN COLLEGE,DAYTON,TN,"2,023.00"
348100,CARSON - NEWMAN UNIVERSITY,JEFFERSON CITY,TN,"7,924.00"
348700,EAST TENNESSEE STATE UNIVERSITY,JOHNSON CITY,TN,"29,780.00"
349000,FISK UNIVERSITY,NASHVILLE,TN,"2,355.00"
349200,FREED-HARDEMAN UNIVERSITY,HENDERSON,TN,"4,335.00"
349500,JOHNSON UNIVERSITY,KNOXVILLE,TN,"1,539.00"
349600,KING UNIVERSITY,BRISTOL,TN,"7,215.00"
349900,LANE COLLEGE,JACKSON,TN,"1,692.00"
350000,LEE UNIVERSITY,CLEVELAND,TN,"7,084.00"
350200,LINCOLN MEMORIAL UNIVERSITY,HARROGATE,TN,"40,316.00"
348600,LIPSCOMB UNIVERSITY,NASHVILLE,TN,"17,787.00"
350500,MARYVILLE COLLEGE,MARYVILLE,TN,"5,475.00"
350600,MEHARRY MEDICAL COLLEGE,NASHVILLE,TN,"16,587.00"
351000,"MIDDLE TENNESSEE STATEUNIVERSITY",MURFREESBORO,TN,"27,175.00"
351100,MILLIGAN COLLEGE,"MILLIGANCOLLEGE",TN,"4,353.00"
351900,RHODES COLLEGE,MEMPHIS,TN,"7,683.00"
493800,SOUTH COLLEGE,KNOXVILLE,TN,"15,103.00"
351800,SOUTHERN ADVENTIST UNIVERSITY,COLLEGEDALE,TN,"6,001.00"
351700,SOUTHERN COLLEGE OF OPTOMETRY,MEMPHIS,TN,"8,563.00"
352200,TENNESSEE STATE UNIVERSITY,NASHVILLE,TN,"17,261.00"
352500,TENNESSEE WESLEYAN UNIVERSITY,ATHENS,TN,"1,139.00"
352600,TREVECCA NAZARENE UNIVERSITY,NASHVILLE,TN,"8,985.00"
352700,TUSCULUM COLLEGE,GREENEVILLE,TN,"4,231.00"
352800,UNION UNIVERSITY,JACKSON,TN,"11,378.00"
350900,UNIVERSITY OF MEMPHIS (THE),MEMPHIS,TN,"38,188.00"
353000,UNIVERSITY OF TENNESSEE,KNOXVILLE,TN,"49,591.00"
352900,"UNIVERSITY OF TENNESSEE -CHATTANOOGA",CHATTANOOGA,TN,"12,493.00"
353100,UNIVERSITY OF TENNESSEE - MARTIN,MARTIN,TN,"8,278.00"
672500,"UNIVERSITY OF TENNESSEE HEALTHSCIENCE CENTER",MEMPHIS,TN,"16,679.00"
353400,UNIVERSITY OF THE SOUTH (THE),SEWANEE,TN,"5,949.00"
353500,VANDERBILT UNIVERSITY,NASHVILLE,TN,"61,638.00"
353700,ABILENE CHRISTIAN UNIVERSITY,ABILENE,TX,"17,954.00"
353900,Alvin Community College,Alvin,TX,"3,291.00"
3153300,"American College of Acupuncture &Oriental Medicine",Houston,TX,539
666100,Angelina College,Lufkin,TX,"3,714.00"
354100,ANGELO STATE UNIVERSITY,SAN ANGELO,TX,"11,952.00"
2117100,Art Institute of Houston (The),Houston,TX,"9,330.00"
3727600,"AUGUSTE ESCOFFIER SCHOOL OFCULINARY ARTS",AUSTIN,TX,"1,103.00"
354300,AUSTIN COLLEGE,SHERMAN,TX,"5,190.00"
1201500,AUSTIN COMMUNITY COLLEGE,AUSTIN,TX,"24,705.00"
494900,Baylor College of Medicine,Houston,TX,"8,899.00"
354500,BAYLOR UNIVERSITY,WACO,TX,"71,978.00"
354900,BLINN COLLEGE,BRENHAM,TX,"4,835.00"
728700,Brazosport College,Lake Jackson,TX,"2,179.00"
946600,BRIGHTWOOD COLLEGE,SAN ANTONIO,TX,897
2312200,Brightwood College,Houston,TX,942
3115800,Brightwood College,SAN ANTONIO,TX,"1,892.00"
356100,CEDAR VALLEY COLLEGE,LANCASTER,TX,"46,214.00"
400300,CENTRAL TEXAS COLLEGE,KILLEEN,TX,"15,296.00"
355300,CISCO COLLEGE,CISCO,TX,"2,899.00"
355400,CLARENDON COLLEGE,CLARENDON,TX,954
354600,Coastal Bend College,Beeville,TX,"3,133.00"
709600,College of the Mainland,Texas City,TX,"2,300.00"
2361400,"COLLIN COUNTY COMMUNITYCOLLEGE",MCKINNEY,TX,"12,447.00"
355700,CONCORDIA UNIVERSITY TEXAS,AUSTIN,TX,"9,524.00"
3723300,Culinary Institute LeNotre,Houston,TX,752
356000,DALLAS BAPTIST UNIVERSITY,DALLAS,TX,"11,844.00"
356300,Del Mar College,Corpus Christi,TX,"14,048.00"
356400,EAST TEXAS BAPTIST UNIVERSITY,MARSHALL,TX,"2,955.00"
1038700,"EL PASO COUNTY COMMUNITYCOLLEGE DISTRICT",EL PASO,TX,"24,928.00"
2261300,Everest Institute,SAN ANTONIO,TX,496
3424400,Fortis College,Houston,TX,"1,526.00"
356800,FRANK PHILLIPS COLLEGE,BORGER,TX,122
497200,Galveston College,Galveston,TX,"5,063.00"
357100,HARDIN-SIMMONS UNIVERSITY,ABILENE,TX,"12,538.00"
357300,HILL COLLEGE,HILLSBORO,TX,985
357600,Houston Baptist University,Houston,TX,"10,299.00"
1063300,HOUSTON COMMUNITY COLLEGE,Houston,TX,"51,173.00"
2320200,"Houston Graduate School ofTheology",Houston,TX,725
357400,"HOWARD COUNTY JUNIOR COLLEGEDISTRICT",BIG SPRING,TX,"2,301.00"
357700,HUSTON - TILLOTSON UNIVERSITY,AUSTIN,TX,"1,892.00"
2331300,Interactive College of Technology,Pasadena,TX,"3,113.00"
357900,"JACKSONVILLE COLLEGE-MAINCAMPUS",JACKSONVILLE,TX,376
363700,JARVIS CHRISTIAN COLLEGE,HAWKINS,TX,"2,010.00"
358000,KILGORE COLLEGE,KILGORE,TX,"7,617.00"
3627300,Lamar Institute of Technology,Beaumont,TX,"2,574.00"
2358200,LAMAR STATE COLLEGE - ORANGE,Orange,TX,"2,078.00"
2348500,Lamar State College - Port Arthur,Port Arthur,TX,"1,610.00"
358100,Lamar University,Beaumont,TX,"25,896.00"
358200,LAREDO COMMUNITY COLLEGE,LAREDO,TX,"7,448.00"
358300,Lee College,Baytown,TX,"4,077.00"
358400,LETOURNEAU UNIVERSITY,LONGVIEW,TX,"6,041.00"
1114500,Lone Star College-North Harris,Houston,TX,"52,382.00"
358600,LUBBOCK CHRISTIAN UNIVERSITY,LUBBOCK,TX,"3,519.00"
359000,MCLENNAN COMMUNITY COLLEGE,WACO,TX,"8,261.00"
359100,MCMURRY UNIVERSITY,ABILENE,TX,"2,209.00"
359200,MIDWESTERN STATE UNIVERSITY,WICHITA FALLS,TX,"7,533.00"
359300,NAVARRO COLLEGE,CORSICANA,TX,"6,773.00"
4179500,North American University,Stafford,TX,381
355800,NORTH CENTRAL TEXAS COLLEGE,GAINESVILLE,TX,"6,459.00"
2315400,"NORTHEAST TEXAS COMMUNITYCOLLEGE","MOUNTPLEASANT",TX,"2,864.00"
359600,ODESSA COLLEGE,ODESSA,TX,"5,141.00"
360000,PANOLA COLLEGE,CARTHAGE,TX,"1,219.00"
360100,PARIS JUNIOR COLLEGE,PARIS,TX,"3,562.00"
2305300,PARKER UNIVERSITY,DALLAS,TX,"15,792.00"
360200,PAUL QUINN COLLEGE,DALLAS,TX,892
363000,"Prairie View Agricultural &Mechanical University",Prairie View,TX,"17,518.00"
360300,RANGER COLLEGE,RANGER,TX,"1,430.00"
360400,Rice University,Houston,TX,"16,115.00"
362300,Saint Mary's University,SAN ANTONIO,TX,"13,345.00"
360600,Sam Houston State University,Huntsville,TX,"24,534.00"
916300,SAN ANTONIO COLLEGE,SAN ANTONIO,TX,"29,557.00"
360900,"San Jacinto Community CollegeDistrict",Pasadena,TX,"17,425.00"
3032300,"School of Automotive Machinists &Technology",Houston,TX,256
361000,SCHREINER UNIVERSITY,KERRVILLE,TX,"1,236.00"
3103400,SOUTH TEXAS COLLEGE,MCALLEN,TX,"27,591.00"
497700,South Texas College of Law Houston,Houston,TX,"13,329.00"
2548800,"SOUTH TEXAS VOCATIONALTECHNICAL INSTITUTE",WESLACO,TX,"1,335.00"
3035300,SOUTHERN CAREERS INSTITUTE,AUSTIN,TX,"7,161.00"
361300,SOUTHERN METHODIST UNIVERSITY,DALLAS,TX,"43,073.00"
361400,SOUTHWEST TEXAS JUNIOR COLLEGE,UVALDE,TX,"5,434.00"
361900,"SOUTHWESTERN ADVENTISTUNIVERSITY",KEENE,TX,"1,608.00"
361600,"SOUTHWESTERN ASSEMBLIES OFGOD UNIVERSITY",WAXAHACHIE,TX,"4,277.00"
361800,"SOUTHWESTERN CHRISTIANCOLLEGE",TERRELL,TX,105
362000,SOUTHWESTERN UNIVERSITY,GEORGETOWN,TX,"5,684.00"
362100,ST. EDWARD'S UNIVERSITY,AUSTIN,TX,"19,082.00"
362400,"STEPHEN F AUSTIN STATEUNIVERSITY",NACOGDOCHES,TX,"15,125.00"
362500,SUL ROSS STATE UNIVERSITY,ALPINE,TX,"4,712.00"
363100,TARLETON STATE UNIVERSITY,STEPHENVILLE,TX,"16,503.00"
362600,TARRANT COUNTY COLLEGE DISTRICT,FORT WORTH,TX,"37,717.00"
362700,TEMPLE COLLEGE,TEMPLE,TX,"5,406.00"
3170300,"TEXAS A & M UNIVERSITY -TEXARKANA",TEXARKANA,TX,"2,891.00"
965100,"TEXAS A&M INTERNATIONALUNIVERSITY",LAREDO,TX,"11,314.00"
363200,TEXAS A&M UNIVERSITY,COLLEGE STATION,TX,"40,697.00"
4229500,"TEXAS A&M UNIVERSITY - CENTRALTEXAS",KILLEEN,TX,"4,814.00"
356500,"TEXAS A&M UNIVERSITY -COMMERCE",COMMERCE,TX,"24,554.00"
1116100,"Texas A&M University - CorpusChristi",Corpus Christi,TX,"14,393.00"
363900,Texas A&M University - Kingsville,Kingsville,TX,"20,072.00"
4248500,"TEXAS A&M UNIVERSITY-SANANTONIO",SAN ANTONIO,TX,"4,618.00"
363500,Texas Chiropractic College,Pasadena,TX,"4,788.00"
363600,TEXAS CHRISTIAN UNIVERSITY,FORT WORTH,TX,"37,809.00"
363800,TEXAS COLLEGE,TYLER,TX,"1,988.00"
3064600,Texas Southmost College,BROWNSVILLE,TX,"3,269.00"
